url_bollettino,data,codice_regione,denominazione_regione,codice_provincia,denominazione_provincia,sigla_provincia,lat,long,eta,nuovi_casi,casi_totali,tipo_infezione
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_01.pdf,2021-07-21T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,NA,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_02.pdf,2021-07-28T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,NA,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_03.pdf,2021-08-04T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,NA,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_03.pdf,2021-08-04T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,NA,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,<=14,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,15-44,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,45-64,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,65-74,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,>=75,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,<=14,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,15-44,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,45-64,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,65-74,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,>=75,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,8,Emilia-Romagna,36,Modena,MO,44.64600009,10.92615487,NA,2,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,6,Friuli Venezia Giulia,93,Pordenone,PN,45.95443546,12.66002909,<=14,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,6,Friuli Venezia Giulia,93,Pordenone,PN,45.95443546,12.66002909,15-44,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,6,Friuli Venezia Giulia,93,Pordenone,PN,45.95443546,12.66002909,45-64,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,6,Friuli Venezia Giulia,93,Pordenone,PN,45.95443546,12.66002909,65-74,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,6,Friuli Venezia Giulia,93,Pordenone,PN,45.95443546,12.66002909,>=75,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,<=14,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,15-44,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,45-64,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,65-74,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,37,Bologna,BO,44.49436681,11.3417208,>=75,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,<=14,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,15-44,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,45-64,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,65-74,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,7,Liguria,11,La Spezia,SP,44.10704991,9.8281897,>=75,0,0,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,3,Lombardia,20,Mantova,MN,45.15726772,10.79277363,NA,1,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,36,Modena,MO,44.64600009,10.92615487,NA,0,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,36,Modena,MO,44.64600009,10.92615487,<=14,0,0,neuroinvasiva
