url_bollettino,data,codice_regione,denominazione_regione,lat,long,nuovi_casi,casi_totali,tipo_infezione
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_01.pdf,2021-07-21T00:00:00Z,7,Liguria,44.41149315,8.9326992,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_02.pdf,2021-07-28T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_03.pdf,2021-08-04T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_03.pdf,2021-08-04T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,2,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,2,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_04.pdf,2021-08-11T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,4,6,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_05.pdf,2021-08-18T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_06.pdf,2021-08-25T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,3,9,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_06.pdf,2021-08-25T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,2,2,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_06.pdf,2021-08-25T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,3,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_06.pdf,2021-08-25T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_06.pdf,2021-08-25T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_06.pdf,2021-08-25T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_06.pdf,2021-08-25T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_07.pdf,2021-09-01T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,10,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_07.pdf,2021-09-01T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,4,7,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_07.pdf,2021-09-01T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_07.pdf,2021-09-01T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_07.pdf,2021-09-01T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,2,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_07.pdf,2021-09-01T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_07.pdf,2021-09-01T00:00:00Z,5,Veneto,45.43490485,12.33845213,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_08.pdf,2021-09-08T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,11,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_08.pdf,2021-09-08T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,8,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_08.pdf,2021-09-08T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_08.pdf,2021-09-08T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_08.pdf,2021-09-08T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,2,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_08.pdf,2021-09-08T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_08.pdf,2021-09-08T00:00:00Z,5,Veneto,45.43490485,12.33845213,1,2,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_09.pdf,2021-09-15T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,12,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_09.pdf,2021-09-15T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,9,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_09.pdf,2021-09-15T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_09.pdf,2021-09-15T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_09.pdf,2021-09-15T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_09.pdf,2021-09-15T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_09.pdf,2021-09-15T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_09.pdf,2021-09-15T00:00:00Z,5,Veneto,45.43490485,12.33845213,1,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,3,15,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,9,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_10.pdf,2021-09-22T00:00:00Z,5,Veneto,45.43490485,12.33845213,1,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,16,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,10,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,3,Lombardia,45.46679409,9.190347404,4,7,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,1,Piemonte,45.0732745,7.680687483,1,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_11.pdf,2021-09-29T00:00:00Z,5,Veneto,45.43490485,12.33845213,1,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,17,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,10,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,3,Lombardia,45.46679409,9.190347404,4,11,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,3,Lombardia,45.46679409,9.190347404,"NA",1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,2,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,1,Piemonte,45.0732745,7.680687483,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,1,Piemonte,45.0732745,7.680687483,0,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_12.pdf,2021-10-06T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,17,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,10,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,11,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,2,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,1,Piemonte,45.0732745,7.680687483,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,1,Piemonte,45.0732745,7.680687483,0,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_13.pdf,2021-10-13T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,17,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,11,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,6,Friuli Venezia Giulia,45.6494354,13.76813649,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,7,Liguria,44.41149315,8.9326992,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,12,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,2,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,2,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,1,Piemonte,45.0732745,7.680687483,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,1,Piemonte,45.0732745,7.680687483,0,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_14.pdf,2021-10-20T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,1,febbre
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_15.pdf,2021-10-27T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,17,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_15.pdf,2021-10-27T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,11,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2021/bollettini/WN_News_2021_15.pdf,2021-10-27T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,1,febbre
