"url_bulletins","data","code_region","name_region","lat","long","new_cases","total_cases","type_infection"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_04.pdf",2023-07-12,8,"Emilia-Romagna",44.49436681,11.3417208,"1",1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_05.pdf",2023-07-19,8,"Emilia-Romagna",44.49436681,11.3417208,"0",1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_06.pdf",2023-07-26,8,"Emilia-Romagna",44.49436681,11.3417208,"0",1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_06.pdf",2023-07-26,1,"Piemonte",45.0732745,7.680687483,"1",1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_06.pdf",2023-07-26,3,"Lombardia",45.46679409,9.190347404,"1",1,"fever"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_06.pdf",2023-07-26,3,"Lombardia",45.46679409,9.190347404,"2",2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_06.pdf",2023-07-26,8,"Emilia-Romagna",44.49436681,11.3417208,"1",1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_07.pdf",2023-08-02,8,"Emilia-Romagna",44.49436681,11.3417208,"0",1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_07.pdf",2023-08-02,1,"Piemonte",45.0732745,7.680687483,"0",1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_07.pdf",2023-08-02,3,"Lombardia",45.46679409,9.190347404,"4",4,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_07.pdf",2023-08-02,3,"Lombardia",45.46679409,9.190347404,"2",3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_07.pdf",2023-08-02,5,"Veneto",45.43490485,12.33845213,"1",1,"fever"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_07.pdf",2023-08-02,3,"Lombardia",45.46679409,9.190347404,"2",4,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_07.pdf",2023-08-02,8,"Emilia-Romagna",44.49436681,11.3417208,"6",7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_07.pdf",2023-08-02,1,"Piemonte",45.0732745,7.680687483,"4",4,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,8,"Emilia-Romagna",44.49436681,11.3417208,"2",3,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,1,"Piemonte",45.0732745,7.680687483,"1",2,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,3,"Lombardia",45.46679409,9.190347404,"7",11,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,5,"Veneto",45.43490485,12.33845213,"1",1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,3,"Lombardia",45.46679409,9.190347404,"1",4,"fever"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,5,"Veneto",45.43490485,12.33845213,"2",3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,1,"Piemonte",45.0732745,7.680687483,"1",1,"fever"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,20,"Sardegna",39.21531192,9.110616306,"1",1,"fever"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,3,"Lombardia",45.46679409,9.190347404,"4",8,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,8,"Emilia-Romagna",44.49436681,11.3417208,"4",11,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,1,"Piemonte",45.0732745,7.680687483,"2",6,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,5,"Veneto",45.43490485,12.33845213,"2",2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,16,"Puglia",41.12559576,16.86736689,"1",1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_08.pdf",2023-08-09,3,"Lombardia",45.46679409,9.190347404,"1",1,"asymptomatic"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,1,"Piemonte",45.0732745,7.680687483,"5",9,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,3,"Lombardia",45.46679409,9.190347404,"4",12,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,5,"Veneto",45.43490485,12.33845213,"4",6,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,8,"Emilia-Romagna",44.49436681,11.3417208,"12",23,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,16,"Puglia",41.12559576,16.86736689,"0",1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,NA,"Importato da Ungheria",NA,NA,"1",1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,8,"Emilia-Romagna",44.49436681,11.3417208,"1",4,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,1,"Piemonte",45.0732745,7.680687483,"2",4,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,3,"Lombardia",45.46679409,9.190347404,"6",17,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,5,"Veneto",45.43490485,12.33845213,"0",1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,3,"Lombardia",45.46679409,9.190347404,"1",5,"fever"
"https://github.com/fbranda/west-nile/blob/main/2023/bulletins/WN_News_2023_09.pdf",2023-08-16,5,"Veneto",45.43490485,12.33845213,"4",7,"fever"
