"url_bollettino","data","codice_regione","denominazione_regione","lat","long","nuovi_casi","casi_totali","tipo_infezione"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,5,"Veneto",45.43490485,12.33845213,1,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,8,"Emilia-Romagna",44.49436681,11.3417208,2,2,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,8,"Emilia-Romagna",44.49436681,11.3417208,0,2,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,8,"Emilia-Romagna",44.49436681,11.3417208,5,6,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,5,"Veneto",45.43490485,12.33845213,3,3,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",44.49436681,11.3417208,2,2,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",44.49436681,11.3417208,3,5,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,5,"Veneto",45.43490485,12.33845213,3,4,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,5,"Veneto",45.43490485,12.33845213,4,4,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_06.pdf",2018-08-01,8,"Emilia-Romagna",44.49436681,11.3417208,4,6,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_06.pdf",2018-08-01,8,"Emilia-Romagna",44.49436681,11.3417208,5,10,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_06.pdf",2018-08-01,8,"Emilia-Romagna",44.49436681,11.3417208,5,11,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_06.pdf",2018-08-01,5,"Veneto",45.43490485,12.33845213,6,10,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_06.pdf",2018-08-01,5,"Veneto",45.43490485,12.33845213,8,12,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_06.pdf",2018-08-01,5,"Veneto",45.43490485,12.33845213,0,3,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_07.pdf",2018-08-08,8,"Emilia-Romagna",44.49436681,11.3417208,19,25,"neuroinvasiva"
