"url_bollettino","data","codice_regione","denominazione_regione","codice_provincia","denominazione:provincia","sigla_provincia","lat","long","eta","nuovi_casi","casi_totali","tipo_infezione"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"<=14",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"15-44",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"45-64",1,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"65-74",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_01.pdf",2018-06-27,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,">=75",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"<=14",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"15-44",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"45-64",0,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"65-74",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_02.pdf",2018-07-04,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,">=75",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"NA",1,1,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"NA",2,2,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"<=14",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"15-44",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"45-64",0,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"65-74",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_03.pdf",2018-07-11,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,">=75",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"<=14",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"15-44",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"45-64",0,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,"65-74",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_04.pdf",2018-07-18,5,"Veneto",29,"Rovigo","RO",45.07107289,11.79007,">=75",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"NA",1,1,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"NA",2,2,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"<=14",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"15-44",1,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"45-64",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"65-74",1,1,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,">=75",0,0,"neuroinvasiva"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",38,"Ferrara","FE",44.83599085,11.61868934,"NA",1,1,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"NA",2,3,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"NA",1,3,"febbre"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"NA",3,3,"donatore_sangue"
"https://github.com/fbranda/west-nile/blob/main/2018/bollettini/WN_News_2018_05.pdf",2018-07-25,5,"Veneto",28,"Padova","PD",45.40692987,11.87608718,"NA",1,1,"febbre"
