"url_bollettino","data","host","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_01.pdf",2013-09-05,"uomini",35,35
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_02.pdf",2013-09-12,"uomini",7,42
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_03.pdf",2013-09-19,"uomini",4,46
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_04.pdf",2013-09-26,"uomini",14,60
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_05.pdf",2013-10-03,"uomini",2,62
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_06.pdf",2013-10-10,"uomini",4,66
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_07.pdf",2013-10-17,"uomini",2,68
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_08.pdf",2013-10-24,"uomini",0,68
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_09.pdf",2013-10-31,"uomini",1,69
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_10.pdf",2013-11-07,"uomini",0,69
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_11.pdf",2013-11-14,"uomini",1,70
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_12.pdf",2013-11-21,"uomini",0,70
"https://github.com/fbranda/west-nile/blob/main/2013/bollettini/WN_News_2013_13.pdf",2013-11-28,"uomini",0,70
