"url_bulletins","data","code_region","name_region","lat","long","new_cases","total_cases","type_infection"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_01.pdf",2019-07-31,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_02.pdf",2019-08-07,8,"Emilia-Romagna",44.49436681,11.3417208,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,8,"Emilia-Romagna",44.49436681,11.3417208,2,3,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,1,"Piemonte",45.0732745,7.680687483,1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,1,"Piemonte",45.0732745,7.680687483,1,1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,5,"Veneto",45.43490485,12.33845213,2,2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_03.pdf",2019-08-21,5,"Veneto",45.43490485,12.33845213,7,7,"fever"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,1,"Piemonte",45.0732745,7.680687483,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,1,"Piemonte",45.0732745,7.680687483,0,1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2019/bulletins/WN_News_2019_04.pdf",2019-08-28,5,"Veneto",45.43490485,12.33845213,0,7,"fever"
