"url_bollettino","data","host","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_01.pdf",2012-09-27,"uomini",33,33
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_02.pdf",2012-10-04,"uomini",3,36
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_03.pdf",2012-10-10,"uomini",1,37
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_04.pdf",2012-10-17,"uomini",3,40
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_05.pdf",2012-10-24,"uomini",2,42
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_06.pdf",2012-10-31,"uomini",3,45
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_07.pdf",2012-11-07,"uomini",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_08.pdf",2012-11-14,"uomini",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_09.pdf",2012-11-21,"uomini",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_10.pdf",2012-11-28,"uomini",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_11.pdf",2012-12-05,"uomini",0,45
"https://github.com/fbranda/west-nile/blob/main/2012/bollettini/WN_News_2012_12.pdf",2012-12-12,"uomini",0,45
