"url_bulletins","data","code_region","name_region","lat","long","new_cases","total_cases","type_infection"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_01.pdf",2016-07-28,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_02.pdf",2016-09-01,8,"Emilia-Romagna",44.49436681,11.3417208,9,10,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_02.pdf",2016-09-01,8,"Emilia-Romagna",44.49436681,11.3417208,4,4,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_02.pdf",2016-09-01,3,"Lombardia",45.46679409,9.190347404,1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_02.pdf",2016-09-01,3,"Lombardia",45.46679409,9.190347404,4,4,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_02.pdf",2016-09-01,5,"Veneto",45.43490485,12.33845213,2,2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_02.pdf",2016-09-01,5,"Veneto",45.43490485,12.33845213,5,5,"fever"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_03.pdf",2016-09-07,8,"Emilia-Romagna",44.49436681,11.3417208,6,16,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_03.pdf",2016-09-07,8,"Emilia-Romagna",44.49436681,11.3417208,2,6,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_03.pdf",2016-09-07,3,"Lombardia",45.46679409,9.190347404,1,2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_03.pdf",2016-09-07,3,"Lombardia",45.46679409,9.190347404,0,4,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_03.pdf",2016-09-07,5,"Veneto",45.43490485,12.33845213,0,2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_03.pdf",2016-09-07,5,"Veneto",45.43490485,12.33845213,2,7,"fever"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_04.pdf",2016-09-14,8,"Emilia-Romagna",44.49436681,11.3417208,NA,15,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_04.pdf",2016-09-14,8,"Emilia-Romagna",44.49436681,11.3417208,0,6,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_04.pdf",2016-09-14,8,"Emilia-Romagna",44.49436681,11.3417208,2,2,"fever"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_04.pdf",2016-09-14,3,"Lombardia",45.46679409,9.190347404,1,3,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_04.pdf",2016-09-14,3,"Lombardia",45.46679409,9.190347404,3,7,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2016/bulletins/WN_News_2016_04.pdf",2016-09-14,1,"Piemonte",45.0732745,7.680687483,1,1,"neuroinvasive"
