"url_bulletins","data","code_region","name_region","lat","long","new_cases","total_cases","type_infection"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_04.pdf",2022-07-12,5,"Veneto",45.43490485,12.33845213,1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,8,"Emilia-Romagna",44.49436681,11.3417208,4,4,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,3,"Lombardia",45.46679409,9.190347404,2,2,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,1,"Piemonte",45.0732745,7.680687483,2,2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,5,"Veneto",45.43490485,12.33845213,2,3,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,5,"Veneto",45.43490485,12.33845213,3,3,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_05.pdf",2022-07-19,5,"Veneto",45.43490485,12.33845213,1,1,"symptomatic"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,8,"Emilia-Romagna",44.49436681,11.3417208,3,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,8,"Emilia-Romagna",44.49436681,11.3417208,3,3,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"fever"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,3,"Lombardia",45.46679409,9.190347404,1,3,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,3,"Lombardia",45.46679409,9.190347404,1,1,"fever"
"https://github.com/fbranda/west-nile/blob/main/2022/bulletins/WN_News_2022_06.pdf",2022-07-26,1,"Piemonte",45.0732745,7.680687483,0,2,"neuroinvasive"
