"url_bollettino","data","host","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_01.pdf",2016-07-28,"uomini",1,1
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_02.pdf",2016-09-01,"uomini",25,26
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_03.pdf",2016-09-07,"uomini",11,37
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf",2016-09-14,"uomini",8,45
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_05.pdf",2016-09-21,"uomini",5,50
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_06.pdf",2016-09-28,"uomini",7,57
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_07.pdf",2016-10-05,"uomini",3,60
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_08.pdf",2016-10-19,"uomini",3,63
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_09.pdf",2016-10-26,"uomini",3,66
"https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_11.pdf",2016-10-31,"uomini",5,71
