"url_bulletins","data","code_region","name_region","code_province","name_province","abbreviation_province","lat","long","age","new_cases","total_cases","type_infection"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"<=14",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"15-44",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"45-64",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,"65-74",1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",37,"Bologna","BO",44.49436681,11.3417208,">=75",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,"<=14",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,"15-44",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,"45-64",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,"65-74",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,">=75",1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"<=14",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"15-44",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"45-64",1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,"65-74",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",36,"Modena","MO",44.64600009,10.92615487,">=75",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,"<=14",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,"15-44",0,0,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,"45-64",0,0,"neuroinvasive"
