"url_bulletins","data","code_region","name_region","lat","long","new_cases","total_cases","type_infection"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,2,2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_01.pdf",2014-09-02,3,"Lombardia",45.46679409,9.190347404,2,2,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_02.pdf",2014-09-09,8,"Emilia-Romagna",44.49436681,11.3417208,3,5,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_02.pdf",2014-09-09,8,"Emilia-Romagna",44.49436681,11.3417208,2,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_02.pdf",2014-09-09,3,"Lombardia",45.46679409,9.190347404,1,3,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_02.pdf",2014-09-09,5,"Veneto",45.43490485,12.33845213,1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_03.pdf",2014-09-17,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_03.pdf",2014-09-17,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_03.pdf",2014-09-17,3,"Lombardia",45.46679409,9.190347404,2,5,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_03.pdf",2014-09-17,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_04.pdf",2014-09-24,8,"Emilia-Romagna",44.49436681,11.3417208,0,5,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_04.pdf",2014-09-24,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_04.pdf",2014-09-24,3,"Lombardia",45.46679409,9.190347404,2,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_04.pdf",2014-09-24,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_05.pdf",2014-10-01,8,"Emilia-Romagna",44.49436681,11.3417208,1,6,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_05.pdf",2014-10-01,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_05.pdf",2014-10-01,3,"Lombardia",45.46679409,9.190347404,2,9,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_05.pdf",2014-10-01,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_06.pdf",2014-10-08,8,"Emilia-Romagna",44.49436681,11.3417208,0,6,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_06.pdf",2014-10-08,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_06.pdf",2014-10-08,3,"Lombardia",45.46679409,9.190347404,1,10,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_06.pdf",2014-10-08,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_07.pdf",2014-10-15,8,"Emilia-Romagna",44.49436681,11.3417208,1,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_07.pdf",2014-10-15,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_07.pdf",2014-10-15,3,"Lombardia",45.46679409,9.190347404,3,13,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_07.pdf",2014-10-15,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_08.pdf",2014-10-22,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_08.pdf",2014-10-22,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_08.pdf",2014-10-22,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_08.pdf",2014-10-22,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_09.pdf",2014-10-29,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_09.pdf",2014-10-29,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_09.pdf",2014-10-29,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_09.pdf",2014-10-29,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_10.pdf",2014-11-05,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_10.pdf",2014-11-05,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_10.pdf",2014-11-05,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_10.pdf",2014-11-05,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_11.pdf",2014-11-12,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_11.pdf",2014-11-12,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_11.pdf",2014-11-12,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_11.pdf",2014-11-12,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_12.pdf",2014-11-19,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_12.pdf",2014-11-19,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_12.pdf",2014-11-19,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_12.pdf",2014-11-19,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_13.pdf",2014-11-26,8,"Emilia-Romagna",44.49436681,11.3417208,0,7,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_13.pdf",2014-11-26,8,"Emilia-Romagna",44.49436681,11.3417208,0,3,"fever"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_13.pdf",2014-11-26,3,"Lombardia",45.46679409,9.190347404,0,13,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2014/bulletins/WN_News_2014_13.pdf",2014-11-26,5,"Veneto",45.43490485,12.33845213,0,1,"neuroinvasive"
