"url_bulletins","data","code_region","name_region","lat","long","new_cases","total_cases","type_infection"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_01.pdf",2015-07-29,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_01.pdf",2015-07-29,3,"Lombardia",45.46679409,9.190347404,1,1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_02-4.pdf",2015-08-05,8,"Emilia-Romagna",44.49436681,11.3417208,1,2,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_02-4.pdf",2015-08-05,8,"Emilia-Romagna",44.49436681,11.3417208,1,1,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_02-4.pdf",2015-08-05,3,"Lombardia",45.46679409,9.190347404,0,1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_03.pdf",2015-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,4,4,"fever"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_03.pdf",2015-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,2,4,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_03.pdf",2015-09-02,8,"Emilia-Romagna",44.49436681,11.3417208,5,6,"neuroinvasive"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_03.pdf",2015-09-02,6,"Friuli Venezia Giulia",45.6494354,13.76813649,1,1,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_03.pdf",2015-09-02,3,"Lombardia",45.46679409,9.190347404,6,7,"blood donor"
"https://github.com/fbranda/west-nile/blob/main/2015/bulletins/WN_News_2015_03.pdf",2015-09-02,3,"Lombardia",45.46679409,9.190347404,8,8,"neuroinvasive"
