url_bollettino,data,codice_regione,denominazione_regione,lat,long,nuovi_casi,casi_totali,tipo_infezione
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_01.pdf,2016-07-28T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_02.pdf,2016-09-01T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,9,10,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_02.pdf,2016-09-01T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,4,4,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_02.pdf,2016-09-01T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_02.pdf,2016-09-01T00:00:00Z,3,Lombardia,45.46679409,9.190347404,4,4,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_02.pdf,2016-09-01T00:00:00Z,5,Veneto,45.43490485,12.33845213,2,2,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_02.pdf,2016-09-01T00:00:00Z,5,Veneto,45.43490485,12.33845213,5,5,febbre
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_03.pdf,2016-09-07T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,6,16,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_03.pdf,2016-09-07T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,2,6,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_03.pdf,2016-09-07T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,2,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_03.pdf,2016-09-07T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,4,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_03.pdf,2016-09-07T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,2,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_03.pdf,2016-09-07T00:00:00Z,5,Veneto,45.43490485,12.33845213,2,7,febbre
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,"NA",15,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,6,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,2,2,febbre
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,3,Lombardia,45.46679409,9.190347404,3,7,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,1,Piemonte,45.0732745,7.680687483,1,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,2,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,5,Veneto,45.43490485,12.33845213,1,1,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_04.pdf,2016-09-14T00:00:00Z,5,Veneto,45.43490485,12.33845213,1,8,febbre
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_05.pdf,2016-09-21T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,15,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_05.pdf,2016-09-21T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,3,9,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_05.pdf,2016-09-21T00:00:00Z,8,Emilia-Romagna,44.49436681,11.3417208,0,2,febbre
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_05.pdf,2016-09-21T00:00:00Z,3,Lombardia,45.46679409,9.190347404,0,3,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_05.pdf,2016-09-21T00:00:00Z,3,Lombardia,45.46679409,9.190347404,1,8,donatore_sangue
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_05.pdf,2016-09-21T00:00:00Z,1,Piemonte,45.0732745,7.680687483,0,1,neuroinvasiva
https://github.com/fbranda/west-nile/blob/main/2016/bollettini/WN_News_2016_05.pdf,2016-09-21T00:00:00Z,5,Veneto,45.43490485,12.33845213,0,2,neuroinvasiva
