"url_bollettino","data","host","nuovi_casi","casi_totali"
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_01.pdf",2015-07-29,"uomini",2,2
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_02-4.pdf",2015-08-05,"uomini",2,4
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_03.pdf",2015-09-02,"uomini",26,30
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_04.pdf",2015-09-09,"uomini",6,36
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_05.pdf",2015-09-16,"uomini",5,41
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_06.pdf",2015-09-23,"uomini",11,52
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_07.pdf",2015-09-30,"uomini",0,52
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_08.pdf",2015-10-07,"uomini",7,58
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_09.pdf",2015-10-14,"uomini",0,58
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_10.pdf",2015-10-21,"uomini",0,58
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_11.pdf",2015-10-28,"uomini",1,59
"https://github.com/fbranda/west-nile/blob/main/2015/bollettini/WN_News_2015_11.pdf",2015-11-29,"uomini",2,61
